file,title,description,canonical,jsonLdCount,issue
"dist\produtos\kit-com-3-transformador-de-corrente-ac-nao-invasivo-zmct123a-mlb5288865822\index.html","Kit com 3 Transformador de Corrente AC Não Invasivo ZMCT123A | OMEGAIMPORTS","Este kit contém 3 sensores de corrente AC modelo ZMCT123A, ideais para medição de corrente alternada em diversos projetos eletrônicos e de automação. Com sua tecnologia.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/kit-com-3-transformador-de-corrente-ac-nao-invasivo-zmct123a-mlb5288865822/","4",""
"dist\produtos\kit-com-400-resistores-10-k-5-tolerancia-mlb3963996985\index.html","Kit com 400 Resistores 10 Kω 5% Tolerância | OMEGAIMPORTS","Kit com 400 resistores de 10 kΩ com tolerância de 5%, ideais para projetos eletrônicos e protótipos. Esses resistores são amplamente utilizados em circuitos.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/kit-com-400-resistores-10-k-5-tolerancia-mlb3963996985/","4",""
"dist\produtos\kit-com-400-resistores-100-k-5-filme-de-carbono-mlb3964028995\index.html","Kit com 400 Resistores 100 Kω 5% Filme de Carbono | OMEGAIMPORTS","Kit com 400 resistores de 100 kΩ, tolerância de 5%, fabricados com tecnologia de filme de carbono. Esses resistores são perfeitos para montagem de circuitos.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/kit-com-400-resistores-100-k-5-filme-de-carbono-mlb3964028995/","4",""
"dist\produtos\kit-com-50-abracadeiras-plasticas-fixadoras-de-fios-11-a-15m-mlb3963856949\index.html","Kit com 50 Abraçadeiras Plásticas Fixadoras de Fios 11 A 15m | OMEGAIMPORTS","Kit com 50 abraçadeiras plásticas fixadoras de fios, ideais para organizar e fixar cabos e fios com diâmetro de 11 A 15 mm. Fabricadas com material resistente, essas.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/kit-com-50-abracadeiras-plasticas-fixadoras-de-fios-11-a-15m-mlb3963856949/","4",""
"dist\produtos\kit-com-6-pigtail-u-fi-ipx-para-rp-sma-femea-com-10-cm-mlb5272831698\index.html","Kit com 6 Pigtail U.fi Ipx para Rp-sma Femêa com 10 Cm | OMEGAIMPORTS","Kit com 6 Pigtail U.FL IPX para RP-SMA Fêmea - Comprimento de 10 cm Conexões de alta performance para seus projetos de comunicação sem fio. Este kit oferece dois.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/kit-com-6-pigtail-u-fi-ipx-para-rp-sma-femea-com-10-cm-mlb5272831698/","4",""
"dist\produtos\kit-com-9-sensores-de-corrente-ac-zmct123a-nao-invasivos-mlb3964934307\index.html","Kit com 9 Sensores de Corrente AC ZMCT123A Não Invasivos | OMEGAIMPORTS","Kit com 9 transformadores/sensores de corrente AC ZMCT123A não invasivos, ideais para monitoramento de consumo elétrico em sistemas de automação e IoT. Esses sensores.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/kit-com-9-sensores-de-corrente-ac-zmct123a-nao-invasivos-mlb3964934307/","4",""
"dist\produtos\kit15-conector-parafuso-fendido-emenda-cabos-split-bolt-16mm-mlb5268502882\index.html","Kit15 Conector Parafuso Fendido Emenda Cabos Split Bolt 16mm | OMEGAIMPORTS","O Split Bolt 16mm é um conector especialmente dimensionado para acomodar uma vasta combinação de fios e cabos, com alta condutibilidade elétrica e conexão por aperto. É.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/kit15-conector-parafuso-fendido-emenda-cabos-split-bolt-16mm-mlb5268502882/","4",""
"dist\produtos\mini-fonte-110-220-v-ac-5-v-dc-700-ma-3-5-w-arduino-esp8266-mlb3963881443\index.html","Mini fonte 110-220 V AC 5 V DC 700 mA 3.5 W Arduino Esp8266 | OMEGAIMPORTS","Mini Fonte de alimentação 50~277Vca Para 5 V 3.5 W 700 mA é compacta e ideal para projetos que necessitam de alimentação pela rede elétrica, podendo ser soldada.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/mini-fonte-110-220-v-ac-5-v-dc-700-ma-3-5-w-arduino-esp8266-mlb3963881443/","4",""
"dist\produtos\mini-fonte-5-v-3-w-conversor-ac-dc-310-v-compacta-e-eficiente-preto-mlb3963907335\index.html","Mini fonte 5 V 3 W Conversor AC/dc 310 V Compacta e Eficiente… | OMEGAIMPORTS","Mini fonte conversora de alta eficiência para aplicações eletrônicas, transformando uma entrada de 310 V AC/DC em uma saída estável de 5 V com 3 W de potência. Ideal.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/mini-fonte-5-v-3-w-conversor-ac-dc-310-v-compacta-e-eficiente-preto-mlb3963907335/","4",""
"dist\produtos\mini-fonte-chaveada-hi-link-hlk-pm01-5-v-3-w-mlb4669476077\index.html","Mini fonte Chaveada Hi-link HLK-PM01 5 V / 3 W | OMEGAIMPORTS","Mini fonte Chaveada Hi-link HLK-PM01 5 V / 3 W Consulte o catálogo técnico da OMEGAIMPORTS e confirme as condições no anúncio oficial do Mercado Livre.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/mini-fonte-chaveada-hi-link-hlk-pm01-5-v-3-w-mlb4669476077/","4",""
"dist\produtos\mini-fonte-chaveada-hi-link-hlk-pm01-5-v-3-w-mlb4832454317\index.html","Mini fonte Chaveada Hi-link HLK-PM01 5 V / 3 W | OMEGAIMPORTS","Mini fonte Chaveada Hi-link HLK-PM01 5 V / 3 W Consulte o catálogo técnico da OMEGAIMPORTS e confirme as condições no anúncio oficial do Mercado Livre.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/mini-fonte-chaveada-hi-link-hlk-pm01-5-v-3-w-mlb4832454317/","4",""
"dist\produtos\mini-fonte-chaveada-hi-link-hlk-pm01-5-v-3-w-mlb5268530154\index.html","Mini fonte Chaveada Hi-link HLK-PM01 5 V / 3 W | OMEGAIMPORTS","Mini Fonte Chaveada Hi-Link HLK-PM01 5 V / 3 W A Mini Fonte Chaveada Hi-Link HLK-PM01 é a solução ideal para suas necessidades de alimentação elétrica. Com uma potência.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/mini-fonte-chaveada-hi-link-hlk-pm01-5-v-3-w-mlb5268530154/","4",""
"dist\produtos\mini-fonte-chaveada-hi-link-hlk-pm01-5-v-3-w-mlb6747663478\index.html","Mini fonte Chaveada Hi-link HLK-PM01 5 V / 3 W | OMEGAIMPORTS","Mini fonte Chaveada Hi-link HLK-PM01 5 V / 3 W Consulte o catálogo técnico da OMEGAIMPORTS e confirme as condições no anúncio oficial do Mercado Livre.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/mini-fonte-chaveada-hi-link-hlk-pm01-5-v-3-w-mlb6747663478/","4",""
"dist\produtos\modulo-de-comunicacao-ttgo-t-call-sim800l-lilygo-aberto-mlb7070502622\index.html","Módulo de Comunicação Ttgo T-call, SIM800L Lilygo (aberto) | OMEGAIMPORTS","Módulo de Comunicação Ttgo T-call, SIM800L Lilygo (aberto)","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/modulo-de-comunicacao-ttgo-t-call-sim800l-lilygo-aberto-mlb7070502622/","4",""
"dist\produtos\modulo-de-comunicacao-ttgo-t-call-sim800l-lilygo-mlb3939451361\index.html","Módulo de Comunicação Ttgo T-call, SIM800L Lilygo | OMEGAIMPORTS","Módulo de Comunicação Sem Fio TTGO T-Call, SIM800L, Antena FPC, Car","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/modulo-de-comunicacao-ttgo-t-call-sim800l-lilygo-mlb3939451361/","4",""
"dist\produtos\modulo-gps-neo-6m-v2-com-antena-compativel-arduino-esp32-esp8266-raspberry-pi-rastreamento-navegacao-telemetri-mlb4875918503\index.html","Módulo GPS NEO-6M V2 com Antena Compatível Arduino ESP32… | OMEGAIMPORTS","Módulo GPS NEO-6M V2 com Antena Compatível Arduino ESP32 Esp8266 Raspberry Pi Rastreamento Navegação Telemetria Drone Robótica Geolocalização Projetos Blutu","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/modulo-gps-neo-6m-v2-com-antena-compativel-arduino-esp32-esp8266-raspberry-pi-rastreamento-navegacao-telemetri-mlb4875918503/","4",""
"dist\produtos\modulo-gps-ublox-casa-da-robotica-gy-gps6mv2-antena-ceramica-arduino-mlb5272829812\index.html","Módulo GPS Ublox Casa da Robótica Gy-gps6mv2 Antena Cerâmica… | OMEGAIMPORTS","Módulo GPS Ublox Casa da Robótica Gy-gps6mv2 Antena Cerâmica Arduino","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/modulo-gps-ublox-casa-da-robotica-gy-gps6mv2-antena-ceramica-arduino-mlb5272829812/","4",""
"dist\produtos\modulo-rele-1-canal-led-indicador-para-arduino-pi-pic-5-v-10-a-mlb3963871285\index.html","Modulo Rele 1 Canal Led Indicador para Arduino Pi Pic 5 V/10 A | OMEGAIMPORTS","Rele 5 V 1 Canal Modulo Arduino Nodemcu Esp8266 ESP32 Este modulo Relé 5 V com 1 canal é a alternativa perfeita pra quem busca um módulo compacto e de qualidade para.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/modulo-rele-1-canal-led-indicador-para-arduino-pi-pic-5-v-10-a-mlb3963871285/","4",""
"dist\produtos\placa-de-comunicacao-lilygo-com-esp32-ttgo-t-call-sim800l-mlb7070500932\index.html","Placa de Comunicação Lilygo com ESP32 Ttgo T-call SIM800L | OMEGAIMPORTS","Placa de Comunicação Lilygo com ESP32 Ttgo T-call SIM800L","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/placa-de-comunicacao-lilygo-com-esp32-ttgo-t-call-sim800l-mlb7070500932/","4",""
"dist\produtos\retificador-220-v-saida-5-v-dc-700-ma-ac-dc-step-down-fonte-5-v-mlb5272769886\index.html","Retificador 220 V Saída 5 V DC 700 mA AC DC Step Down Fonte 5 V | OMEGAIMPORTS","Retificador 220 V - Saída 5 V DC 700 mA AC/DC Step Down - Fonte 5 V Fonte compacta e eficiente para conversão de tensão AC para DC, ideal para projetos eletrônicos e.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/retificador-220-v-saida-5-v-dc-700-ma-ac-dc-step-down-fonte-5-v-mlb5272769886/","4",""
"dist\produtos\sensor-de-corrente-ac-nao-invasivo-ac-sct-013-100-a-50-ma-mlb4669465397\index.html","Sensor de Corrente AC Não Invasivo AC SCT-013 100 A 50 mA | OMEGAIMPORTS","Sensor de Corrente AC Não Invasivo AC SCT-013 100 A 50 mA","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/sensor-de-corrente-ac-nao-invasivo-ac-sct-013-100-a-50-ma-mlb4669465397/","4",""
"dist\produtos\sensor-de-corrente-ac-nao-invasivo-ac-sct-013-100-a-50-ma-mlb6747664922\index.html","Sensor de Corrente AC Não Invasivo AC SCT-013 100 A 50 mA | OMEGAIMPORTS","Sensor de Corrente AC Não Invasivo AC SCT-013 100 A 50 mA","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/sensor-de-corrente-ac-nao-invasivo-ac-sct-013-100-a-50-ma-mlb6747664922/","4",""
"dist\produtos\sensor-de-corrente-ac-nao-invasivo-sct-013-100-a-50-ma-mlb4669503045\index.html","Sensor de Corrente AC Não Invasivo SCT-013 100 A 50 mA | OMEGAIMPORTS","Sensores de corrente SCT-013, ideal para monitoramento de consumo de energia em projetos de automação, Arduino, Raspberry Pi e medições elétricas sem necessidade de.","https://luscaarmstrong1.github.io/omegaimports-catalogo/produtos/sensor-de-corrente-ac-nao-invasivo-sct-013-100-a-50-ma-mlb4669503045/","4",""
"dist\sobre\index.html","Sobre a OMEGAIMPORTS | OMEGAIMPORTS","A OMEGAIMPORTS organiza componentes eletrônicos, IoT, telemetria, energia, prototipagem e automação em uma vitrine técnica ligada aos anúncios oficiais no Mercado Livre.","https://luscaarmstrong1.github.io/omegaimports-catalogo/sobre/","2",""
"dist\termos-de-uso\index.html","Termos de uso | OMEGAIMPORTS","As informações ajudam a organizar e comparar produtos. Condições finais devem ser confirmadas no Mercado Livre.","https://luscaarmstrong1.github.io/omegaimports-catalogo/termos-de-uso/","2",""
